UID,DEPTH,AREA,pH,SMC,LOI,WEP,WEP100,MM3,M3,TP,AG,AL,AS,BA,CA,CD,CO,CR,CU,FE,K,LI,MG,MN,NA,NI,PB,S,SE,SI,ZN
28c,30,2,,26.53019797,1.821039667,2.078891258,,,12.19202319,,,5350.187334,4.859023107,112.1858425,3162.500975,1.300094697,8.626421512,14.24017289,9.458740755,15443.03362,739.4687137,7.487974672,503.2108944,857.2152425,28.71467943,12.78467329,35.57300783,176.6998368,,23.57918275,48.1088549
29a,10,1,,29.47432,2.307713192,2.229034085,,,9.642001799,,,4232.60525,,102.5931007,3762.042126,1.202811532,8.043150346,12.05252212,9.29655052,12956.63878,691.9217158,5.382587152,456.7133741,852.6626887,17.45618787,11.81710743,30.36938255,283.3553344,,38.56030498,47.33987508
29b,20,1,,27.70891816,2.023558003,2.02979702,,5.959006832,15.79620342,,0.217873072,7866.678463,4.825488833,117.7101523,3402.594507,2.440623669,9.334742946,15.25627602,10.87149189,15492.28169,774.8539952,9.636911546,545.9759545,830.0397366,24.9690839,16.79474528,16.14638821,188.4424985,,38.42560488,53.88285439
29c,30,1,,25.63527447,1.812577383,2.938530735,,12.33753249,12.72490669,,0.160581545,9323.232402,4.756857264,113.5308453,2982.804757,2.339434643,9.005564515,18.40188769,10.27670715,14486.14521,949.3838852,14.27077649,639.9548132,723.7673262,31.38483908,17.07517095,15.77475724,158.5898835,,62.96915134,53.07122832
30a,10,4,,34.75438833,2.619250787,2.219556089,,8.878224355,6.504848808,,0.199175274,7148.511881,4.808281008,106.4888409,4048.127705,2.057906294,8.681326399,14.31234115,9.363994292,12725.889,777.0796275,9.873111203,563.5241229,838.5769076,25.09281772,14.69874731,13.59475888,251.2905925,,39.54900201,43.5380203
30b,20,4,,34.26671297,2.349423601,3.237841439,,10.15932271,8.368588376,,0.178937777,8832.349399,4.647880635,118.3004811,4022.161111,2.426760481,9.458329668,16.47608719,10.45123483,14938.90023,930.7342606,12.76381889,652.5530288,894.6193175,30.12569412,16.86332532,15.15876139,251.3487499,,42.18450431,55.03150011
30c,30,4,,32.21218281,2.470524873,3.059082275,,9.809346044,13.36375271,,0.211197904,10268.35526,5.729962381,129.9868168,3561.728927,2.693517652,10.57303731,18.49824635,11.16669131,17464.02988,1035.670576,14.64750382,708.2984246,1012.462422,32.1129647,18.74271023,16.97827855,209.8580241,,42.03947152,61.47963793
31a,10,4,,36.79578813,2.327331121,3.079178886,37.68492603,10.35861885,11.01753697,,0.179449093,8665.862726,4.276682378,101.6962476,3892.448396,2.008949487,8.385073651,16.35556155,9.11402801,12984.36809,1010.024051,12.68059153,615.8676495,788.962832,27.10541187,14.98261732,13.39255299,240.9203882,,62.0942998,44.41421355
31b,20,4,,33.12317351,2.210997273,3.709258148,,11.56,10.63988018,,0.203851052,9192.476644,4.232399709,111.92193,3598.541036,2.252220368,9.267058573,17.3285718,10.33365657,14579.5562,1014.957445,13.29560723,628.9364659,849.229107,27.71809486,16.82741657,14.70870067,222.2890463,,50.36620352,51.79819298
31c,30,4,,29.82179327,1.835521874,4.427786107,,10.79856019,14.53166928,,0.189557196,10439.09481,4.700915731,117.7966981,3109.015422,2.403112642,9.653238757,19.75401743,10.46376273,15594.74353,1135.052054,15.67232188,693.5543361,871.9250895,31.6172157,18.11827753,15.3388245,167.7483585,,46.45034886,55.50994995
32a,10,4,,35.22553533,2.194484344,2.479008397,,5.689051825,7.834980178,,0.185787783,6347.01706,4.140784434,94.39350287,2845.452968,2.035117425,8.368565593,16.2654661,9.232040554,11620.10344,838.1248915,11.99645889,578.9491404,811.7743863,58.04672549,12.55804222,33.66091579,160.5370915,,51.47133121,45.87876187
32b,20,4,,32.57913332,2.067363668,2.279164306,,3.749750017,10.64838613,,0.203261892,7156.343885,4.347467904,106.4944115,2910.690827,2.311495538,9.168636619,18.02118423,10.89338788,13254.53974,907.9357131,13.86096823,631.9930393,920.8902498,61.69825975,14.2109162,37.69799553,155.7219754,,43.47316458,54.22213807
32c,30,4,,32.03000058,1.782450159,2.698830507,,5.579442056,10.75674163,,0.215442312,6648.238143,5.338026527,105.1245659,3389.847781,2.249840964,8.832919896,16.2894804,10.27622221,11903.70328,815.6413905,13.16250448,621.9201702,950.4447882,59.56630713,12.93169646,35.9579129,206.3400089,,56.69431604,54.2604089
33a,10,4,,34.91193015,2.565370623,2.85847548,,6.579122784,13.39991346,,0.189019642,7432.23722,5.242705756,120.051768,2988.473904,2.483687888,9.779608716,18.08773404,10.64594874,14175.87025,888.2194889,14.28910814,652.4964516,999.520925,62.41413475,14.37984189,40.52766692,145.9248898,,53.63561808,55.68279143
33b,20,4,,28.90000896,2.135405578,1.928842694,,2.279468124,15.20813717,,,5330.38252,4.73891251,109.8611559,2524.329842,1.995975795,8.596543115,13.03562819,8.912548668,11476.10093,661.126534,8.449556362,473.2632845,693.4396639,55.46083717,11.57246607,33.28552799,,,64.6602282,37.32441742
33c,30,4,,29.33429151,1.860709831,2.348825587,,2.499916669,9.480439707,,0.167764002,6287.510523,4.241155807,105.5154813,4476.499198,2.234448528,8.625847825,15.35686693,10.59422135,12428.74222,833.7017408,12.16482837,635.0222818,941.6938927,60.5948931,12.55268841,35.99194686,253.7845095,,51.89851548,51.78599084
34a,10,4,,39.27950092,3.626447313,2.7986007,,10.13831028,16.26753221,,0.210013181,8100.64266,6.200790399,124.6620567,4535.301613,2.726930403,9.920205931,19.00305993,,14491.2448,1000.41877,16.40447091,730.8264226,1164.376723,70.06478311,15.63182983,41.33910681,237.4769412,,64.92183687,65.68832016
34b,20,4,,38.07635257,2.800662674,3.258479376,,7.719485368,14.10288856,,0.269030469,7427.92695,5.306905344,130.3607995,4234.275278,2.959764919,10.06565036,18.12968825,,15177.89414,901.5683211,14.57083632,677.1939557,1284.528884,68.08243629,15.62987519,42.93807939,208.6544018,,63.3437826,72.21340773
34c,30,4,,35.42139831,2.706202073,2.928535732,,6.899540031,17.13206717,,0.19970151,5861.517867,4.486962947,102.6808596,3470.327986,2.239892417,8.754939904,14.98179154,10.55300344,12667.3497,863.8471848,10.69967263,590.9836205,921.6219971,57.14141581,12.69261656,35.6586116,224.8624002,,62.26155254,56.10948183
35a,10,4,,38.08164357,2.787756734,3.559169527,,9.797387363,16.06273439,,0.17669944,5971.560786,4.691659972,103.6181188,2723.694116,2.40304797,9.049995666,16.0646199,10.63288342,13358.15556,761.9174285,10.52821637,569.2566755,786.6546766,59.05883558,13.29507625,39.463018,139.2640639,,58.2440429,55.47653892
35b,20,4,,28.57644916,1.801179547,3.568215892,,8.839410706,20.33015197,,0.160692946,5319.065757,4.002783739,90.97816389,2273.277441,2.16116934,8.433148575,15.24881279,10.63890698,12601.55555,635.7511073,8.56799279,486.1026239,523.8833925,57.28563512,11.44506428,39.12410113,,,108.3025759,44.61017123
35c,30,4,,31.84635724,1.245396461,2.829245535,,18.02759632,26.32216346,,0.175732157,5452.768336,5.000056996,106.5394698,3553.424303,2.129157521,8.743291327,14.35803561,10.38867612,12491.42444,789.522772,9.516984583,559.1467005,929.2440182,55.42939626,12.35850602,36.13145359,220.5272382,,61.91272273,48.12187633
36a,10,4,,34.93857443,2.239875993,1.999533442,30.08796481,6.068988502,9.432240128,,0.208953309,6470.20723,4.484074046,115.9435004,3133.75593,2.442941365,9.673791945,16.59057291,10.73945382,12928.32534,798.7724587,11.79008385,618.4250363,934.3833693,57.28561575,13.9105335,40.25080384,184.278695,,57.85938448,54.25803155
36b,20,4,,31.5376214,2.312244046,2.068965517,,4.189301783,11.54733944,,0.168369002,5316.358335,4.777738186,101.1605304,2431.786052,2.185048349,8.819986593,14.59497909,9.649300321,12538.84214,660.2793563,8.744263384,511.8010654,755.5118457,54.85701991,13.74381595,37.72418873,122.8461793,,72.98357095,45.29019042
36c,30,4,,28.25078509,1.361873253,2.869043652,,8.148641893,3.275102408,,0.167472408,6659.136469,4.127067961,97.54798697,3180.056244,2.089792533,8.052047517,16.95472115,9.123633688,11445.11304,848.9763077,12.79433125,632.3328948,858.231548,62.49740299,12.18278197,34.10657016,220.7044786,,62.3805066,51.33013143
37a,10,4,,39.08089118,2.79938776,2.228662802,,3.66975535,0.684685063,,0.220473335,5924.647018,4.803542777,116.1899816,2662.260901,2.529731336,9.754210133,16.59977374,11.02494797,13697.45155,670.6199363,9.192937337,565.6128646,1191.230383,56.22027347,12.74741592,44.9795499,136.0923712,,52.74693761,54.36359971
37b,20,4,,29.27993787,1.779248253,2.798321007,,3.659756016,4.0001233,,0.185281988,6161.637622,5.157604052,114.4413308,2552.353049,2.403742123,9.226743321,15.83813129,10.10637786,13570.72245,692.6134664,9.900865772,565.9224798,1001.798715,56.8503155,13.51274065,42.1813553,125.2606857,,60.12170395,46.07131372
37c,30,4,,29.08654302,1.436724392,1.809336577,,6.189587361,0.960961776,,0.16316593,4280.049651,4.451347023,90.14504063,3284.511904,1.857663982,7.395852925,12.07116372,9.253516907,10088.37098,689.9681778,6.933424138,485.3343188,770.0126297,,10.49772426,30.08869974,221.4233635,,64.31122281,42.38898322
38a,10,4,,37.98535649,5.44749309,3.387741506,34.8,6.898850192,4.508846724,,0.176423634,6751.443654,4.283059597,100.4728808,2842.140391,2.108430086,7.823322693,17.07285361,10.95286811,11324.89227,859.5770844,12.90207343,635.8768561,769.1949194,60.24072051,12.52380645,34.90548625,175.1926706,,48.81634375,52.13972801
38b,20,4,,31.3760927,1.408551566,2.259021091,27.49862507,2.569486103,8.097219429,,0.146753659,5371.554603,4.223801436,83.93546063,2088.110489,1.948901669,7.973433733,11.56639069,8.701314434,12104.19638,693.4237432,6.569243266,504.1838601,628.1701088,55.54298888,10.15391398,34.46279619,,,59.78674271,34.74376512
38c,30,4,,22.45322245,1.024898215,1.599520144,32.09197701,6.469353065,1.838413671,,0.167108123,5392.407372,4.351400461,89.60073977,2437.899033,2.061468272,7.749085592,15.5237721,8.76037599,11298.21343,681.358618,9.991056561,505.4215962,758.0304609,57.09372702,13.43519062,33.33250744,111.8727851,,44.68862241,47.59902587
39a,10,4,,30.47232616,1.307460753,1.848705906,,,4.763767402,,,3619.814888,,75.4662381,3071.139972,0.857290671,6.137436997,10.4236682,6.367810261,9760.117666,611.8109635,5.133524962,367.824128,653.9557195,15.50320984,8.787729224,23.32412668,193.9083087,,30.9795391,33.42322849
39b,20,4,,28.38391385,1.863968332,1.899240304,,,3.996353518,,,2810.745159,,65.31505752,2414.516864,,5.849894143,9.562174068,5.503821049,8636.654913,487.3733915,3.462276898,287.2252087,577.9155654,14.3502179,7.927216112,20.39225218,153.6072042,,22.81365959,28.00652281
39c,30,4,,27.24989535,2.062002453,1.919104418,,,4.099487402,,,3369.33502,,75.4520661,2785.225401,,6.406385061,10.60938785,6.508599245,9821.138731,539.1887068,4.546086919,327.1320506,652.5175719,17.37041169,8.857081216,23.19150945,180.4735845,,26.9998766,33.28271583
40a,10,4,,NT,NT,2.789349152,,,7.746296951,,,4175.219493,,95.49657537,4016.62959,,7.376367188,11.34609489,8.198865552,11884.83575,690.6640055,5.878782708,447.5156935,813.782006,20.5752968,10.17255175,28.32794149,807.3903067,,34.07724047,41.26281283
40b,20,4,,NT,NT,2.778147901,,,6.868277493,,,3932.108138,,100.8684365,3846.420659,1.058086954,7.782575274,11.28411161,8.683472172,12207.1085,636.0661153,5.163926789,421.4183137,865.1233759,20.36867411,10.52039472,28.45028846,278.5129025,,38.00864446,43.12076746
40c,30,4,,NT,NT,2.258945825,,,7.278671196,,,4398.904597,,106.8707589,3709.288457,,8.204765637,12.36481538,9.16424515,13548.06934,670.6273244,5.980629217,448.1802199,933.4613554,21.9988731,11.62083394,32.2198619,296.6535381,,21.45878942,47.93359764
41a,10,4,,NT,NT,2.518572809,,,4.401968512,,,3679.6506,,86.75196395,3128.233154,1.003265673,6.847110016,10.36522237,7.44920307,10928.33418,598.5513297,4.96420488,391.6300122,761.5552716,27.78894443,9.040305801,26.04770825,250.1244306,,31.81514937,37.24423335
41b,20,4,,NT,NT,1.919680053,,,9.080285238,,,3545.181175,,92.8610086,3236.192988,0.960076019,7.200793419,10.36949083,7.723699939,11188.63662,571.6716839,4.518162402,373.7129396,821.4388094,19.64695101,9.915799092,27.2371334,233.9744704,,33.89001366,39.54530796
41c,30,4,,NT,NT,2.368973445,,,9.903315337,,,4112.44335,,105.9270502,3475.244969,1.141337236,8.082653726,12.00452538,8.948119554,13010.73238,640.4558458,5.58823292,418.1845382,936.0568461,23.09682706,11.59572804,30.36812048,282.5222481,,34.11876928,46.8162017
42a,10,4,,NT,NT,2.828774198,,,9.338314,,,3578.416338,,81.84556178,3099.918168,0.980394131,6.874324367,10.86685047,7.261544462,10482.01018,722.0976429,4.900413769,396.9461928,725.5628291,17.45804377,9.210989689,24.07726104,238.5942559,,29.07420182,38.41085455
42b,20,4,,NT,NT,2.959309494,,,3.633670962,,,3754.191765,,90.33980426,3229.982856,1.087119448,7.262234034,11.58599444,8.147160843,11567.84609,713.3659112,4.892037515,409.2285467,801.8719529,15.64521206,10.42561357,27.00696863,264.4234056,,21.75196416,41.95096416
42c,30,4,,NT,NT,2.419193602,,,8.208859485,,,3876.136629,,97.12723621,3189.126247,1.230846533,7.67612335,11.76868254,8.63984717,12277.56681,703.5471827,5.085520317,408.6756022,901.9755029,16.11817567,11.20741474,28.42841297,272.7637857,,23.6295069,49.30363219
